Date,0
2016-03-31,
2016-04-30,
2016-05-31,
2016-06-30,
2016-07-31,
2016-08-31,0.112
2016-09-30,0.105
2016-10-31,0.11
2016-11-30,0.104
2016-12-31,0.099
2017-01-31,0.103
2017-02-28,0.099
2017-03-31,0.089
2017-04-30,0.089
2017-05-31,0.084
2017-06-30,0.085
2017-07-31,0.08
2017-08-31,0.076
2017-09-30,0.077
2017-10-31,0.069
2017-11-30,0.068
2017-12-31,0.067
2018-01-31,0.057
2018-02-28,0.072
2018-03-31,0.077
2018-04-30,0.077
2018-05-31,0.078
2018-06-30,0.081
2018-07-31,0.075
2018-08-31,0.075
2018-09-30,0.075
2018-10-31,0.109
2018-11-30,0.109
2018-12-31,0.116
2019-01-31,0.136
2019-02-28,0.136
2019-03-31,0.135
2019-04-30,0.137
2019-05-31,0.151
2019-06-30,0.166
2019-07-31,0.165
2019-08-31,0.165
2019-09-30,0.165
2019-10-31,0.141
2019-11-30,0.141
2019-12-31,0.123
2020-01-31,0.109
2020-02-29,0.135
2020-03-31,0.198
2020-04-30,0.229
2020-05-31,0.228
2020-06-30,0.22
2020-07-31,0.232
2020-08-31,0.239
2020-09-30,0.25
2020-10-31,0.251
2020-11-30,0.271
2020-12-31,0.276
2021-01-31,0.276
2021-02-28,0.257
2021-03-31,0.178
2021-04-30,0.163
2021-05-31,0.16
2021-06-30,0.165
2021-07-31,0.158
2021-08-31,0.151
2021-09-30,0.142
2021-10-31,0.14
2021-11-30,0.111
2021-12-31,0.095
2022-01-31,0.109
2022-02-28,0.104
2022-03-31,0.104
2022-04-30,0.135
2022-05-31,0.13
2022-06-30,0.152
2022-07-31,0.17
2022-08-31,0.173
2022-09-30,0.183
2022-10-31,0.185
2022-11-30,0.214
2022-12-31,0.212
2023-01-31,0.219
2023-02-28,0.22
2023-03-31,0.225
2023-04-30,0.206
2023-05-31,0.206
2023-06-30,0.185
2023-07-31,0.18
2023-08-31,0.173
2023-09-30,0.16
2023-10-31,0.156
2023-11-30,0.151
2023-12-31,0.148
2024-01-31,0.139
2024-02-29,0.129
2024-03-31,0.13
2024-04-30,0.133
2024-05-31,0.139
2024-06-30,0.138
2024-07-31,0.136
2024-08-31,0.13
2024-09-30,0.108
2024-10-31,0.106
2024-11-30,0.083
2024-12-31,0.099
2025-01-31,0.101
2025-02-28,0.104
2025-03-31,0.1
2025-04-30,0.098
2025-05-31,0.106
2025-06-30,0.123
2025-07-31,0.123
2025-08-31,0.124
2025-09-30,0.138
2025-10-31,0.135
2025-11-30,0.136
2025-12-31,0.12
2026-01-31,0.131
2026-02-28,0.119
