Date,0
2017-02-28,2.825
2017-03-31,2.344
2017-04-30,1.85
2017-05-31,2.26
2017-06-30,1.775
2017-07-31,1.736
2017-08-31,2.207
2017-09-30,2.104
2017-10-31,2.841
2017-11-30,2.715
2017-12-31,3.037
2018-01-31,3.255
2018-02-28,1.775
2018-03-31,1.442
2018-04-30,1.418
2018-05-31,1.476
2018-06-30,1.318
2018-07-31,1.17
2018-08-31,0.887
2018-09-30,0.941
2018-10-31,-0.197
2018-11-30,-0.239
2018-12-31,-0.871
2019-01-31,-0.498
2019-02-28,-0.057
2019-03-31,0.09
2019-04-30,0.347
2019-05-31,-0.243
2019-06-30,0.286
2019-07-31,0.205
2019-08-31,0.232
2019-09-30,0.224
2019-10-31,0.955
2019-11-30,0.996
2019-12-31,1.814
2020-01-31,1.237
2020-02-29,0.247
2020-03-31,-0.541
2020-04-30,-0.101
2020-05-31,0.474
2020-06-30,0.313
2020-07-31,0.614
2020-08-31,0.895
2020-09-30,0.616
2020-10-31,0.471
2020-11-30,0.785
2020-12-31,0.926
2021-01-31,0.937
2021-02-28,1.468
2021-03-31,3.022
2021-04-30,2.862
2021-05-31,2.688
2021-06-30,2.409
2021-07-31,2.015
2021-08-31,1.665
2021-09-30,1.895
2021-10-31,2.411
2021-11-30,1.887
2021-12-31,1.777
2022-01-31,1.228
2022-02-28,1.111
2022-03-31,1.104
2022-04-30,-0.064
2022-05-31,-0.359
2022-06-30,-0.83
2022-07-31,-0.39
2022-08-31,-0.668
2022-09-30,-0.856
2022-10-31,-0.835
2022-11-30,-0.221
2022-12-31,-0.51
2023-01-31,-0.006
2023-02-28,-0.311
2023-03-31,-0.2
2023-04-30,0.193
2023-05-31,0.183
2023-06-30,0.89
2023-07-31,0.769
2023-08-31,0.914
2023-09-30,1.133
2023-10-31,0.698
2023-11-30,0.657
2023-12-31,1.107
2024-01-31,0.721
2024-02-29,1.299
2024-03-31,1.315
2024-04-30,1.169
2024-05-31,1.627
2024-06-30,1.316
2024-07-31,1.116
2024-08-31,1.394
2024-09-30,2.449
2024-10-31,2.523
2024-11-30,2.476
2024-12-31,1.288
2025-01-31,1.624
2025-02-28,1.137
2025-03-31,0.504
2025-04-30,0.646
2025-05-31,0.722
2025-06-30,1.204
2025-07-31,1.231
2025-08-31,1.435
2025-09-30,1.628
2025-10-31,2.01
2025-11-30,1.85
2025-12-31,2.863
2026-01-31,2.976
2026-02-28,3.678
